x 	 y 	 scale 	 response
5738
884.895,722.214,3.40826,0.280956
919.676,720.118,3.65786,0.278935
856.67,725.273,3.50146,0.272879
194.776,773.283,2.78913,0.269664
215.545,772.02,3.15329,0.265443
71.6698,883.299,7.37955,0.248687
1247.99,767.212,1.89722,0.244203
1091.42,630.986,1.7639,0.239633
1288.03,722.665,1.73281,0.236585
1310.32,744.815,3.14602,0.23346
180.655,773.449,1.66525,0.225914
611.259,743.104,1.91185,0.222489
25.8596,840.279,8.10645,0.221239
793.251,658.988,1.42588,0.215517
80.8258,808.836,2.7504,0.214131
405.359,692.043,1.53979,0.213441
1067.95,595.93,1.60451,0.213211
1445.25,706.077,1.40969,0.209141
1432.77,706.952,1.20444,0.208611
1147.63,810.444,2.45949,0.205579
1420.62,707.127,1.22365,0.203185
388.746,767.186,3.98121,0.202218
419.318,688.788,2.02017,0.199885
843.905,650.969,1.64772,0.197545
406.787,699.109,1.74175,0.196867
1299.62,744.154,1.72167,0.196611
820.863,657.523,1.73695,0.194771
1381.48,733.453,3.69251,0.19458
296.154,368.123,1.71882,0.193623
806.082,665.418,1.83262,0.192914
1065.76,614.776,1.83275,0.19224
429.262,342.377,5.40405,0.191875
640.984,724.935,3.21259,0.19183
125.113,836.86,3.58685,0.191631
404.078,716.838,6.87734,0.191051
611.748,832.252,2.13585,0.190491
612.21,726.907,1.66882,0.190225
1085.79,797.65,6.33399,0.189719
624.398,725.992,3.29625,0.189473
1275.75,835.7,3.0413,0.188443
422.096,720.12,2.21859,0.188355
1137.38,830.948,3.31877,0.187883
423.568,806.074,2.76066,0.187834
1308.69,798.636,3.14451,0.187637
802.854,689.028,1.7407,0.187637
1101.64,621.766,3.46693,0.187421
55.03,814.341,6.29727,0.186963
971.074,404.027,3.38813,0.186845
805.122,704.493,2.22351,0.18643
1439.31,707.472,2.15597,0.185291
131.595,733.794,1.83457,0.185201
1082.12,649.703,1.77231,0.18285
923.365,412.599,3.30981,0.182542
973.602,146.355,3.01801,0.182499
36.6233,811.667,2.60644,0.182358
375.345,315.148,3.20202,0.181998
17.8928,813.039,2.19926,0.181512
1354.32,845.445,2.85051,0.181449
573.21,824.197,7.49522,0.180878
801.856,960.419,1.75525,0.180541
63.4776,742.915,2.22166,0.180123
1061.31,607.915,1.65826,0.179095
208.89,747.883,1.76958,0.179068
960.999,150.595,1.76156,0.178976
963.77,456.773,1.85442,0.178754
636.594,664.56,3.34517,0.177478
1391.81,758.253,1.65218,0.177405
182.037,749.586,2.99359,0.177339
422.575,697.199,1.40027,0.176094
361.35,366.859,1.64439,0.175937
656.933,610.368,2.49844,0.175903
809.616,688.957,1.89191,0.175236
1336.18,743.769,1.23563,0.174951
1308.16,795.107,1.96965,0.174862
1374.75,767.629,1.62454,0.174566
1186.5,835.231,3.61407,0.174063
1158.63,819.817,3.48802,0.173384
384.345,723.804,2.69069,0.173351
1161.32,907.373,3.1582,0.173296
1227.12,652.862,1.63197,0.172666
230.729,734.933,1.51574,0.171994
826.13,793.158,1.90997,0.171607
954.058,198.063,2.79662,0.171591
1061.04,613.995,1.32471,0.171351
1278.56,838.685,1.86627,0.169956
1078.06,815.998,1.76917,0.169841
155.376,732.205,3.23733,0.169822
392.788,303.039,1.71369,0.169786
146.702,759.715,3.09234,0.169667
510.909,702.599,1.54375,0.169263
605.335,705.512,3.74456,0.167891
272.825,342.172,3.5978,0.167712
91.8575,719.704,2.47878,0.167462
288.828,717.086,4.28551,0.167413
481.223,803.991,4.23323,0.166988
985.199,52.1525,1.59398,0.166759
995.705,60.0874,1.70231,0.16673
1045.88,487.684,2.04029,0.166613
414.402,713.508,3.42215,0.166557
1079.76,801.709,3.50625,0.166249
149.21,949.342,3.91599,0.165978
993.591,399.4,3.0141,0.165819
1336.27,858.13,1.53054,0.165048
500.748,688.228,6.34004,0.164909
1348.74,754.502,1.83353,0.164834
659.097,593.944,2.52823,0.164832
1320.28,791.053,3.01789,0.16474
388.798,691.677,1.5806,0.164626
788.091,689.154,3.4731,0.164605
1227.65,657.771,1.81154,0.164409
1358.03,763.2,1.63155,0.164105
179.18,749.818,1.9328,0.163653
60.2134,725.636,3.03546,0.163598
143.3,836.859,5.31004,0.163515
1214.68,830.623,6.65265,0.162818
864.671,850.964,3.08607,0.16277
693.441,577.882,3.38092,0.162719
1164.61,901.546,1.43609,0.162627
199.141,702.416,1.66615,0.162558
970.749,192.782,1.94477,0.162509
1172.44,903.61,6.15078,0.162213
911.075,207.859,1.97879,0.162179
956.769,130.423,1.22038,0.161588
365.639,368.559,1.40367,0.161523
665.282,800.156,1.93234,0.161425
26.1957,753.646,1.85985,0.161041
620.667,705.235,3.79843,0.160804
303.507,332.259,1.66684,0.160792
1458.13,705.815,1.32068,0.160583
81.9709,821.284,1.61154,0.160507
659.114,724.126,1.93885,0.160507
1133.6,819.976,5.70265,0.160413
372.929,329.144,1.73768,0.16025
1283.86,839.688,1.9024,0.160092
50.035,694.214,5.9296,0.160091
1294.84,794.772,3.25196,0.16008
875.151,262.659,1.80608,0.160056
691.575,763.996,2.1047,0.159958
1077.44,803.953,1.74152,0.159669
35.6448,758.419,1.89413,0.159613
398.943,699.29,1.89199,0.15927
1374.83,870.017,3.20796,0.159027
105.338,776.63,7.98504,0.158847
79.1276,724.603,1.48799,0.158487
187.727,728.147,1.80509,0.158314
832.916,643.061,1.67074,0.158265
1311.11,810.172,6.84591,0.158159
975.874,187.643,1.73312,0.157677
157.519,813.348,1.64485,0.157376
305.706,339.108,4.34856,0.157259
1450.19,780.948,1.78721,0.157223
1203.16,833.985,3.39292,0.15717
608.012,817.503,1.69467,0.157163
